Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"TCL","Crops and livestock products","356","India","5622","Import value","01229","Cantaloupes and other melons","2022","2022","1000 USD","862","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01229","Cantaloupes and other melons","2022","2022","t","5144.06","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","01229","Cantaloupes and other melons","2022","2022","1000 USD","3520","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","01229","Cantaloupes and other melons","2023","2023","t","213.48","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","01229","Cantaloupes and other melons","2023","2023","1000 USD","439","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01229","Cantaloupes and other melons","2023","2023","t","5142.36","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","01229","Cantaloupes and other melons","2023","2023","1000 USD","3923","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","01229","Cantaloupes and other melons","2024","2024","t","260.63","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","01229","Cantaloupes and other melons","2024","2024","1000 USD","537","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01229","Cantaloupes and other melons","2024","2024","t","4217.4","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","01229","Cantaloupes and other melons","2024","2024","1000 USD","3396","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","01251","Carrots and turnips","2022","2022","t","130.06","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","01251","Carrots and turnips","2022","2022","1000 USD","43","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01251","Carrots and turnips","2022","2022","t","1079.32","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","01251","Carrots and turnips","2022","2022","1000 USD","547","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","01251","Carrots and turnips","2023","2023","t","68.81","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","01251","Carrots and turnips","2023","2023","1000 USD","34","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01251","Carrots and turnips","2023","2023","t","1394.93","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","01251","Carrots and turnips","2023","2023","1000 USD","647","A","Official value",""
